source_scraper,website,city,operation,product,listing_url,collected_at,raw_nombre,raw_descripcion,raw_ubicacion,raw_precio,raw_tipo,raw_habitaciones,raw_banos,raw_metros_cuadrados,raw_estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-4b9f48c04d04-8dad-20a0bf00-95ca-45bb,2025-09-17T19:24:05.474302,Casa en Condominio en Venta en Arcos Vallarta,"Contamos con mas propiedades en la zona, contactanos! 
Casa con un concepto inovador en Parques Vallarta con acabados de lujo, la casa se encuentra sobre calle

Terreno: 165 m2 
Costrucción: 220 m2 

Venta $7,000,000

Descripción: 
Sala 
Comedor 
Cocina con desayunador
Estudio
Sala tv
Terraza
1 recamara principal con walking closet
2 habitaciones secundarias cada una con closet
Roof Garden
2 baños completos 
Area de Servicio 
Cochera para 2 autoos

Ubicación: 
Ubicación privilegiada en la zona de mayor plusvalía de la zona real. 
Ubicado a 5 minutos de avenidas importantes: Avenida Vallarta, Avenida Aviación, Avenida Gral. Ramón Corona, Periférico 

+Precios y disponibilidad sujetos a cambios sin previo aviso+ 

SIGUE NUESTRAS REDES PARA CONTENIDO INTERESANTE: 
Youtube: Luis Punta Premier Inmobiliaria 
Instagram: puntapremierinmobiliaria 
Facebook: Punta Premier Inmobiliaria 
TikTok: puntapremierinmobiliaria 
Pinterest: Punta Premier Inmobiliaria de Lujo","Arcos Vallarta, Guadalajara, Jalisco","$ 7,000,000 MXN",venta,3,4,220 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-4366975388ed-6c79-196c547-9354-7d09,2025-09-17T19:24:05.474302,Casa en Condominio en Venta en Monraz,"Casa de lujo en venta en condominio terrazas Monraz. Terreno 383 m2 Construcción 504 m2 Venta $25,000,000  Caracteristicas: Enorme casa de 3 niveles con acabados de lujo.  En el sótano se encuentra Cochera para 6 autos Cuarto de servicio con baño completo Patio de servicio Cuarto de lavado  En la planta baja podrás encontrar: Un Amplio y moderno recibidor 1 medio baño para la comodidad de tus visitas Estudio con opción a 4ta recamara con baño completo Cocina integral súper equipada y amplia con isla Sala y comedor con mucha luz natural  Un Jardín super amplio para pasar tiempo en familia,ademas de una terraza para cualquier reunion! Por ultimo en la planta alta: 1 Sala de estar con balcon y hermosa vista  3 recamaras con baño completo y vestidor *El condominio cuenta con portón eléctrico, las más alta seguridad y vigilancia, rondines contínuos y estacionamiento para visitas: 3 afuera y 3 al fondo del coto*  En una excelente ubicación ya que se ecuentra cerca del Hospital San Javier,Plaza Terranova,Hospital Terranova Fácil acceso a escuelas,universidades,restaurantes,cafeterias,tiendas de ropa,negocios de todo tipo,supermercados Algunas vias alternas como Manuel Acuña, Pablo Casals, Golfo De Cortez , Juan Palomar Y Arias, Av.México, Eulogio Parra. A 5 minutos de La zona financiera Paseo Andares,Landmark y Puerta de Hierro. A 15 minutos de plaza Galerías A 10 minutos de la Universidad Autónoma Colonias aledañas como Prados Providencia,Vallarta norte,Lomas Del Valle,Colinas De San Javier, entre otras.  *precios sujetos a cambios sin previo aviso+","Monraz, Guadalajara, Jalisco","$ 25,000,000 MXN",venta,3,4,504 m²,Estacionamiento
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-78f025f96bef-72da-1957275-b9e6-8039,2025-09-17T19:24:05.474302,Casa en Fraccionamiento en Venta en Colinas de San Javier,"Casa en Venta y Renta en Colinas de San Javier, Zona Andares.

Precio de renta $85,000 por mes sin muebles
Venta: $33,500,000
Superficie de terreno 600m2
Superficie construcción 400m2 

Esta Hermosa Residencia se ubica en una espectacular cañada llena de árboles y vegetación, te puede transportar como si estuvieras fuera de la ciudad en medio de la naturaleza y da la sensación de encontrarte en un bosque y su estilo arquitectónico moderno rústico. Te invitamos a conocerla !!
Descripción: está en coto con vigilancia las 24 horas, en la mejor colonia de GDL y la más segura Colinas De San Javier.

Cochera para 3 autos
Sala y comedor con grandes ventanales, medio baño, sala de tv, cocina integral séper equipada, estudio con baño completo y vestidor que puede ser la cuarta recámara, tres recamaras con vestidor y baño completo cada una, capilla, otra sala de tv o puede ser otro estudio una hermosa área social con bar, sala y ante comedor con una gran terraza techada con vista sorprendente a la cañada,
Jardín muy amplio con otra terraza techada que da a la sala y comedor también con una increíble vista a la cañada. Tiene poco tiempo que se construyó dicha residencia. No cuenta con amenidades pero te ofrece bastante naturaleza para tu familia.

Tiene una excelente ubicación ya que se encuentra cerca de  Lomas del Valle y colonias de alta plusvalia a un costado de Providencia
Cerca del Bosque los colomos le da un toque de contacto con la naturaleza dentro de la cuidad!
Cuenta con muchos servicios a su alrededor como lo son escuelas, supermercados, centros comerciales, restaurantes,cafeterías,Club privado San Javier,tiendas de autoservicio,farmacias,negocios de todo tipo y más...
Cerca del Instituto Alpes San Javier
A solo 10 min de la zona financiera,Plaza Andares y Landmark
Solo a 5 min del Colegio Canadian School y de la escuela de medicina UAG.

Además esta cerca de vialidades como Av. Pablo Neruda, Av. Acueducto, Av. Patria ,Av. Montevideo,Paseo de la loma, Terranova, entre otras.
+Precios sujetos a cambios sin previo aviso+

ººº","Colinas de San Javier, Guadalajara, Jalisco","$ 33,500,000 MXN",venta,4,4,400 m²,Estacionamiento
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-386821eb9df2-1a9f-192c53f-913e-7168,2025-09-17T19:24:17.709239,Casa en Venta en Los Colomos,"Tenemos mas opciones de casas en cotos por la zona llámanos.
Casa de Lujo en Venta y Renta dentro de coto en Providencia, Guadalajara
Terreno 450 M2
Construcción 700 M2
Venta $30,000,000

Características:
4 estacionamiento
4 recamaras
5 baños completos
1 medio baño
Sala
Comedor
Cocina integral con isla equipada con refrigerador, lava platos y hornos
Antecomedor
Jardín
Terraza
Roof Garden
Bar
Sala de Tv más 6 teles adicionales
2 Bodegas
Estudio
Family Room
Cuarto de servicio con baño completo
Cuarto de lavado con lavadora y secadora
Extras:
La casa cuenta con riego, paneles solares, calentador solar, sonido en toda la casa, 6 televisiones, Jacuzzy, Alarma, equipo de gimnasio, y más..
Amenidades del coto
Alberca
Casa Club
Jardín
Seguridad las 24 HRS
Se aceptan mascotas
Casa de 3 niveles ubicada dentro de coto con amenidades, ubicada en una de las mejores zonas de Guadalajara

Ubicado a un costado del bosque los colomos,excelente y de fácil acceso a muchismos servicios y negocios, hospitales, supermercados, restaurantes, escuelas, universidades, entre otros.
A menos de 5 minutos de las prestigiosa zona financiera de Paseo Andares, Landmark y Puerta de Hierro
En su cercania con viveros, Clubes deportivos,bosques y residenciales como Villa Magna,Zotogrande.
A 10 minutos de La Universidad Autónoma,estadio 3 de marzo
Colonias aledañas: Country club,providencia,altamira,Atlas colomos, Real Acuerducto, Puerta De Hierro.

Algunas de las vías alternas son Av.Patria,Av.Acueducto, Av.De Las Américas, Montevideo,Eva Briseño
+Precios sujetos a cambios sin previo aviso+","Los Colomos, Guadalajara, Jalisco","$ 30,000,000 MXN",venta,4,6,700 m²,4 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-2d80e668ca4c-75d7-192076d-a9fc-7484,2025-09-17T19:24:17.709239,Casa en Venta en Providencia 1a Secc,"Casas que se venden para proyectos de Edificio.
Providencia, Guadalajara, Jalisco, México
Guadalajara, Guadalajara, Jalisc
Superficie: 691 m²

Descripción
Excelente Terreno de 691 M2 en Providencia para Proyecto de Torre de Departamentos

Terreno de 691 M2 para edificar Torre de Departamentos de 7 pisos, 39 Departamentos, con sótano de estacionamiento.

Datos Técnicos
Suelo Cos (0.7)484 M2
Coeficiente Cus (4.8) 3’319 M2
Usos Permitidos H1, H2, CS1, E1, E2, EA, ANP, PC, PRH
Usos Condicionados CS2, I1, E3, RIE, RIS, RIT, ARN

Atractivo
Invierte en la zona considerada Top 10 de Guadalajara, con gran Plusvalía y Retorno de Inversión en Rentas, propiedad ubicada a una cuadra de Av. Américas y a una cuadra de Pablo Neruda, cercana a la zona financiera.

Lugares de Interés Cercanos
Plaza Punto Sao Paulo, Grand Fiesta Americana, Ford Country, Guadalajara Country Club de Golf, Plaza Patria, Plaza Midtown, American School, Basílica de Zapopan, Hospital ISSTE Valentín Gómez Farias, Bosque de los Colomos, Zona Financiera, Hospital México Americano, etc.

Ubicación
Bogotá Colonia Providencia Guadalajara Jalisco CP
Tipo de anuncio	Venta
Tipo de propiedad	Casa
Superficie	691m²
Año de construcción	1990
Ubicación
Providencia, Guadalajara, Jalisco, México
Guadalajara, Guadalajara, Jalisco","Providencia 1a Secc, Guadalajara, Jalisco","$ 27,630,000 MXN",venta,4,3,500 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-860c7f55a245-5692-19877b9-872b-7145,2025-09-17T19:24:17.709239,Casa en Venta en Ladrón de Guevara,"PRECIOSA CASA IDEAL PARA LOCAL COMERCIAL, OFICINAS, EDIFICIO, MUCHO ESTACIONAMIENTO EN LA ESQUINA

PLANTA ALTA: Recámara principal con baño y vestidor (o 5a Recámara) + 3 Recámaras secundarias con clóset + Estar Tv + Baño compartido

PLANTA BAJA: Recibidor + Sala + Comedor + Antecomedor + Cocina con Alacena y Patio + medio Baño + Jardín muy amplio

TERCER NIVEL: Recámara de Servicio con baño + Patio de Lavado

EN UNA ESQUINA la parte trasera del ""Instituto Asis"" con mucho lugar para estacionarse, y en la otra el Templo de ""La Santa Cruz"" con mucho estacionamiento (excepto domingos).

Con Terreno de 324m2 y Construcción de 300m2 por $13'500,000

No se quede sin conocerla, ¡llame hoy mismo! Cel: 333 874 ----, Of: 3315 09----","Ladrón de Guevara, Guadalajara, Jalisco","$ 13,500,000 MXN",venta,5,2,300 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-66a5bed361b6-37eb-19935bd-9e95-73f6,2025-09-17T19:24:17.709239,Casa en Venta en Colinas de San Javier,"¡¡NO SE ACEPTAN CREDITOS!!
¡TODA AVENTURA COMIENZA CON UN ¨SI¨ A LA CASA DE TUS SUEÑOS!

LA CASA DE TUS SUEÑOS EXISTE, Y LA TENEMOS NOSOTROS
AHORRO EN TIEMPO Y EL  MEJOR PRECIO EN VENTA, GARANTIZADO

Bonita casa con sala, comedor, cocina, cuarto de lavado, 6 recámaras, 4.1 baños, estudio y 3 estacionamientos.

PROPIEDAD 100%             GARANTIZADA ANTE NOTARIO PUBLICO
TE ENTREGAMOS TU PROPIEDAD LIBRE DE ADEUDOS Y 100% HABITABLE O DE LO CONTRARIO  
                                    ¡TE DEVOLVEMOS TU INVERSION!

CONTÁCTAME PARA MÁS INFORMACIÓN O AGENDAR UNA CITA CON 
 ADRIAN LOZADA                 Tel. 55,28,28,72,07","Colinas de San Javier, Guadalajara, Jalisco","$ 810,000 MXN",venta,6,4,680 m²,3 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-8effa9169377-22f5-e8555b00-882c-4186,2025-09-17T19:24:17.709239,Casa en Venta en Prados de Providencia,"Casa en Venta Con Excelente Ubicación y Prados Providencia de una Sola Planta. Entre Av. Terranova y Ruben Dario. en el Corazón de Providencia.

Casa Con potencial de Desarrollo Vertical, Oficinas, Consultorio, Notaria, etc.

-Cochera amplia para 6 autos
-Porton Electrico
-Jardin Frontal
-Entrada Principal
-Entrada de servicio
-Area Amplia de sala y Comedor
-Cocina
-4 Recamaras
-4 baños completos
-Patio Con Terraza Techada y Jardin

Cuenta con una 5ta Recamara en el Segundo nivel y. un estudio.

Posibilidad de contruir toda la segunda planta.

540 mts2 de Terreno
580 mts de Construccion

Altura Máxima Real Estate

Compra tu Casa Gdl","Prados de Providencia, Guadalajara, Jalisco","$ 17,900,000 MXN",venta,5,6,580 m²,5 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-290a0dd7055a-d719-33b392a4-97c9-498c,2025-09-17T19:24:17.709239,Casa en Venta en Colinas de San Javier,"Se vende casa a precio de terreno en Colinas de San Javier, Zapopan. Espacio ideal para proyectos inmobiliarios e inversionistas. Se encuentra entre las más importantes vialidades de la zona como lo son Pablo Neruda, Acueducto, Naciones Unidas, Patria, Universidad, Américas y Juan Palomar. En las cercanías se cuentras grandes puntos de interés como el San Javier, Andares, UAG, bancos, etc. Terreno de 1,500 m2 cuadrados.
• 4 recámaras con baño completo • 8 baños completos
• 2 medios baños
• Área de bar
• Antecomedor
• Despacho/estudio
• Amplia terraza techada
• Cochera para 8 carros
• Bodega
• Cuarto de velador
• Cuarto de servicio
• Cuarto de usos múltiples
• Amplia área jardín con alberca","Colinas de San Javier, Guadalajara, Jalisco","$ 48,000,000 MXN",venta,4,8,800 m²,8 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f038578bb519-66eb-192076d-ab20-7446,2025-09-17T19:24:17.709239,Casa en Venta en Providencia 1a Secc,"EXCELENTE UBICACIÓN EN PROVIDENCIA A UNA CUADRA DE PABLO NERUDA, CASA PARA REMODELAR, CUENTA CON RECIBIDOR SALA, COMEDOR, BAÑO DE VISITAS, ESTUDIO, COCINA INTEGRAL CON ALACENA ANTE COMEDOR, TERRAZA Y UN HERMOSO JARDIN, CUARTO DE SERVICIO CON BAÑO.
EN EL SEGUNDO NIVEL CUENTA CON 4 HABITACIONES 3 BAÑOS, ÁREA DE LAVADO, PATIO, ESCALERAS DE MADERA.

Ubicación

BOGOTA 2330, Fraccionamiento Providencia, Guadalajara, Jalisco","Providencia 1a Secc, Guadalajara, Jalisco","$ 13,450,000 MXN",venta,4,3,440 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-23da5750fb0b-d73d-1918027-b28d-72dd,2025-09-17T19:24:17.709239,Casa en Venta en Providencia 1a Secc,"Wiggot: paLcZ5a


Descripción: 

Departamento en venta en Latitud Providencia 
Nivel 8 
Superficie: 142. 15 
2 recámaras, principal con baño y walking closet 
2 baños y 1 1/2 baño 
Cocina integral con barra de granito 
Amplia sala y comedor
Terraza con vista panoramica 

La torre Latitud Providencia tiene diseño arquitectónico de Bosco Arquitectos, se desarrollan 3 torres con exclusivos departamentos distribuidos en 16 niveles

Se cuentan con servicios y amenidades con espectaculares vistas y áreas verdes

Las amenidades se encuentran en el piso 11 del desarrollo, con las mejores vistas de la ciudad:

-Gimnasio
-Alberca semi-olímpica
-Salones de usos múltiples
-Salas de entretenimiento para niños, jóvenes y adultos.
Instalaciones adicionales : A/C central , cortinas y blackouts.","Providencia 1a Secc, Guadalajara, Jalisco","$ 8,450,000 MXN",venta,2,2,142 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-d99d3064d297-c10-49e43623-aaa9-3e9d,2025-09-17T19:24:17.709239,Casa en Venta en San Andres,"Descripción General:
Hermosa casa en venta con estilo único industrial ubicada en la colonia San Andres, una de las zonas con ubicación privilegiada y estrategica, permitiendo fácil movimiento a principales vialidades, cerca de zona comercial y más opciones de entretenimiento la propiedad cuenta con dos lofts estilo industrial
Descripción Inmueble:

 La propiedad esta dividida en dos departamentos loft industrial. Dentro de la propiedad podemos encontrar cuatro recamaras, tres baños completos, dos medios baños, sala, comedor y cocina integral equipada. La propiedad crea una atmósfera y calidez única. 
La casa además cuenta con un estacionamiento, lavandería y cuarto de lavado.

Superficie:
100 m2
Construcción:
200 m2	

Servicios:
Telefonía, Luz, Drenaje, Agua

* Todos los precios y descripciones publicados por el Vendedor o cotizados por los representantes del Vendedor pueden sufrir cambios en cualquier momento sin aviso","San Andres, Guadalajara, Jalisco","$ 3,350,000 MXN",venta,4,4,200 m²,Estacionamiento
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-59256ac19d06-20b0-aae7bba9-94e1-46d2,2025-09-17T19:24:17.709239,Casa en Venta en Arcos Vallarta,"CASA EN VENTA MUY CERCA DE LA MINERVA, colonia Arcos Vallarta, IDEAL PARA OFICINA A PUERTA CERRADA, Casa habitación o como inversión para arrendamiento por ARB&B (zona céntrica con fácil acceso a las avenidas Vallarta, López Mateos, Agustin Yáñez y Niños Héroes). Casa con 4 recámaras, local comercial arrendado actualmente y sin estacionamiento. Agenda cita!!","Arcos Vallarta, Guadalajara, Jalisco","$ 7,980,000 MXN",venta,4,4,348 m²,Cuarto de servicio
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f69e97825169-24b9-198905a-b35a-7756,2025-09-17T19:24:17.709239,Casa en Venta en Arcos Vallarta,"Casa en Venta o Renta Colonia Arcos Vallarta - Justo Sierra

IDEAL PARA OFICINAS, DESPACHOS, NOTARIAS. 

Precio Renta: $95,000.00 
Precio Venta: $25,000,000.00

Terreno: 706 m²
Construcción: 628 m²

Casa de dos plantas

Planta baja: Hermoso patio central con fuente, cochera para 4 autos con protón eléctrico, recibidor, ante-sala a doble altura con hermosa vista, amplia sala comedor con vista y acceso a terraza, estudio con baño, ante-comedor, cocina integral con acceso independiente, escaleras de servicio, terraza y amplio jardín. 

Planta Alta: 4 amplias recamarás con hermosas vistas, amplios espacios de almacenamiento, estudio, 2 cuartos de servicio, amplia área de lavado con patio de servicio. 

Precio sujetos a cambio sin previo aviso. 
La disponibilidad de la propiedad puede variar.

Más información 
33-12-77-5----","Arcos Vallarta, Guadalajara, Jalisco","$ 25,000,000 MXN",venta,5,5,628 m²,4 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-acc49b6806a1-3594-197857e-994c-76ae,2025-09-17T19:24:17.709239,Casa en Venta en Arcos Vallarta,"¡Vive en la zona más icónica de Guadalajara!
En Main Street, disfrutarás de un estilo de vida inigualable en un espacio inteligente y funcional, con arquitectura estilo mexicano contemporáneo que te enamorará. Townhouse dentro del desarrollo
Características principales:
• Diseño y arquitectura de otro nivel, con armonía y funcionalidad.
• Espacios pensados para tu comodidad y estilo de vida.
• Ubicación privilegiada en la zona más exclusiva de Guadalajara
Amenidades en Roof Top:
• Pet Zone para tus mascotas.
• Alberca y jacuzzi para relajarte.
• Terraza en planta baja y Roof Top con cabina de masaje, sun deck, sport bar y grill.
• Áreas sociales como sala de lectura, cafetería, gimnasio, lavandería y más.
Nivel 1:
• Vestíbulo principal, locales comerciales, lobby, ciclopuerto y townhouse.
Atractivos planes de financiamiento.
¡No dejes pasar la oportunidad de vivir en un ambiente excepcional!","Arcos Vallarta, Guadalajara, Jalisco","$ 7,482,912 MXN",venta,2,3,95 m²,1 Estacionamiento
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-c52d4825b539-b6d-219aa5d-b24a-4985,2025-09-17T19:24:17.709239,Casa en Fraccionamiento en Venta en Residencial Victoria,"Casa en VENTA en RESIDENCIAL VICTORIA, dentro de coto de sólo 34 casas. Ideal para una familia de varios integrantes que busque una excelente ubicación dentro de la ciudad; La casa cuenta con 4 amplias recamaras y un estudio además de un gran espacio que puede utilizarse como Salón de Juegos, Gimnasio, Sala de cine, o salón para reuniones familiares. Los espacios podrás acondicionarlos o remodelarlos a tu gusto y vivir cerca de Plaza del Sol, Expo Guadalajara, Plaza La Perla y comunicado por Avenidas como Mariano Otero, López Mateos, Lázaro Cardenas y Cruz del Sur.  Condominio con seguridad 24/7. Agenda cita y utiliza cualquier crédito. Nosotros te ayudamos a gestionarlo!","Residencial Victoria, Guadalajara, Jalisco","$ 10,100,000 MXN",venta,4,3,430 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-4909e3764e5e-c08b-197fb7d-bcda-76e2,2025-09-17T19:24:17.709239,Casa en Venta en Colinas de San Javier,"HERMOSA CASA A DOS CUADRAS  DEL BOSQUE COLOMOS 
Cochera  eléctrica 4 autos 
Ingreso 
Medio baño 
Oficina 
Rec principal con vestidor 
Con baño y clóset 
Sala comedor,cocina integral con amplia despensa , terraza jardín 
Pa
Estar  TV con terraza 
Recámara 2 con baño 
Clóset y terraza 
Clóset de blancos  
Recámara 3 con baño con Terraza 
Recama 4 con baño
Cuarto de lavado 
Cuarto de servicio con baño 
-- SUJETO A DISPONIBILIDAD Y A CAMBIO SIN PREVIO AVISO--","Colinas de San Javier, Guadalajara, Jalisco","$ 29,500,000 MXN",venta,4,4,609 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-e9b336ce339b-a95a-198df2f-b786-7344,2025-09-17T19:24:17.709239,Casa en Venta en Alcalde Barranquitas,"Casa en venta en Colonia Alcalde Barranquitas en Guadalajara, Jalisco. Excelente Ubicación y vías rápidas.
A unos pasos de Calzada Independencia o Av Normalistas. Espacios recreativos y de servicios a la mano, como Hospitales, escuelas y todo tipo de comercio.

En planta baja se cuenta con cochera para dos autos chicos, entrando nos encontramos con espacio para una sala amplia, espacio de comedor y cocina equipada. Se cuenta con medio baño.
Segundo nivel:
Tenemos tres recámaras y un baño completo, la principal muy amplia y con clóset y balcón, la secundarias con tienen su clóset.
Tercer nivel:
Bonita y amplia terraza techada, con bodega y área de servicio con barra.

Ven y conócela!
Agenda tu cita hoy mismo, será un placer atenderte. 
N
Engloba Grupo Inmobiliario
Lic. Lourdez Sánchez
331074510","Alcalde Barranquitas, Guadalajara, Jalisco","$ 3,800,000 MXN",venta,3,1,151 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-6e1598db85e3-fbb5-198d4f0-bf15-7513,2025-09-17T19:24:17.709239,Casa en Venta en San Vicente,"🏡 Hermosa Casa en Venta – Colonia San Vicente, Guadalajara

Ubicación estratégica a unos pasos de Calzada Independencia y con acceso rápido a Periférico Norte.

💰 Precio: $3,900,000 MXN
📍 Ubicación: Colonia San Vicente, Guadalajara
📐 Terreno: 110 m² | 🧱 Construcción: 189 m²
🏗️ Edad: 25 años – completamente remodelada
📄 Libre de gravamen

🛏️ Distribución y Características
Planta Baja:

🚗 Cochera para 2 autos con portón eléctrico

🛋️ Sala y comedor amplios

🍽️ Cocina integral

🛏️ 1 recámara con clóset y baño completo

🌱 Patio trasero con pequeña jardinera

🧺 Patio de servicio

Segundo Nivel:

🔹 Escalera con vidrio templado y bodega de buen tamaño debajo

🌤️ Domo con vigas recubiertas (diseño moderno y estético)

🛏️ Recámara principal con:

Clóset

Gabinetes para TV con almacenamiento

Aire acondicionado

Balcón

🛁 Baño completo con jacuzzi, ubicado fuera de la recámara principal

🛏️ 2 recámaras secundarias con clósets de muro a muro

🚿 Una de ellas con baño completo muy amplio

🌿 Pequeño balcón con acceso al tercer nivel

Tercer Nivel:

🪟 Cuarto de 5x5 m con muros de cristal, persianas y aire acondicionado

🌇 Área de terraza con excelente iluminación natural

🔧 Equipamiento Adicional

🔥 Calentador solar

💧 Tinaco de 5,000 litros

⛽ Tanque de gas estacionario de 300 litros

📹 Sistema de cámaras de vigilancia

✅ Ideal Para:

Familias grandes

Personas que buscan un hogar remodelado, seguro y bien ubicado

Inversionistas que desean plusvalía en zona céntrica de Guadalajara

📞 Conócela y agenda tu cita hoy mismo

Engloba Grupo Inmobiliario
👩‍💼 Lic. Lourdes Sánchez
📱 (33) 1074 ----  *","San Vicente, Guadalajara, Jalisco","$ 3,900,000 MXN",venta,4,3,189 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-bf3eca50a998-3f06-196c81c-b2d8-7273,2025-09-17T19:24:17.709239,Casa en Venta en Colinas de La Normal,"CASA EN VENTA EN  COLONIA ALCALDE GUADALAJARA JALISCO.
A espaldas del *CODE ALCALDE* 
Excelente oportunidad de inversión 
*Casa de Lujo con Seguridad y Comodidad*
Lista para habitarse, ubicación inmejorable*
 
¡Viva la vida en una casa diseñada para su confort y seguridad! Esta impresionante propiedad cuenta con:

- *Seguridad de alta tecnología*: Cámaras de seguridad, interfon y cerca electrificada para su tranquilidad.
- *Climatización perfecta*: Aires acondicionados en todas las habitaciones para un ambiente fresco y relajante.
- *Agua a alta presión*: Presurizador para un suministro de agua constante y potente.
- *Diseño y funcionalidad*: Ventanas de aluminio, canceles de baño de vidrio templado y escalera con iluminación indirecta.
- *Amplios espacios*: 4 habitaciones, 1 estudio, estacionamiento para 3 autos y terraza con muro llorón.

*Detalles adicionales*:

- 2 baños completos y 1 medio baño
- Barandal de aluminio y vidrio templado para una vista impresionante

No pierda la oportunidad de vivir en esta casa de ensueño*
¡Agenda tu cita hoy mismo! Te brindamos: 
• Asesoría financiera para conseguir el crédito que más te convenga 
• Mediación y seguimiento durante todo el proceso 
• Experiencia en el sector inmobiliario 
• Asistencia y orientación legal en todo momento

N
ENGLOBA GRUPO INMOBILIARIO. 
Lic. Lourdez Sánchez.
Contáctanos  331074----","Colinas de La Normal, Guadalajara, Jalisco","$ 6,750,000 MXN",venta,3,2,160 m²,4 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f05a30a28d22-5289-197a38d-9e74-7e1a,2025-09-17T19:24:17.709239,Casa en Venta en Balcones de Oblatos,"Ubicada sobre Avenida de los Artesanos, a solo unos pasos del centro comercial Gran Terraza Oblatos; esta propiedad representa una excelente opción para inversionistas y desarrolladores que buscan un inmueble con gran potencial de uso mixto y plusvalía en crecimiento.

Características generales:
-Terreno: 424.31 m²
-Construcción: 458.83 m²

Distribución:

Planta baja:
- 2 locales comerciales con frente a avenida (56 m² y 32 m²)
- Cochera para 2 vehículos
- 3 recámaras
- Sala, comedor y cocina
- Patio de servicio
- 1 baño completo
- Sótano

Planta alta:
- 2 cuartos amplios con baño completo cada uno

Azotea:
- Ingreso adicional por renta de antena de telefonía celular instalada en la propiedad

Ubicación estratégica:
- A solo 100 metros de Gran Terraza Oblatos
- Zona con alta afluencia peatonal y vehicular

Estado del inmueble:
- Propiedad para remodelar o ideal para desarrollo vertical

Citas con previo aviso.","Balcones de Oblatos, Guadalajara, Jalisco","$ 8,200,000 MXN",venta,5,3,458 m²,2 Estacionamientos
